VehicleID,StartLocationID,EndLocationID,StartTime,EndTime,BatteryChange,SoC,DistanceLastMaintenance,Type
0,1,1,2024-05-03 16:19:00+0000,2024-05-03 16:19:00+0000,0,46,196,OUT_OF_ROTATION
0,1,1,2024-05-03 16:19:00+0000,2024-05-03 16:19:00+0000,0,46,196,DEADLEG
0,1,1,2024-05-03 17:00:00+0000,2024-05-03 17:05:00+0000,0,46,196,PUT_ON_CHARGE
0,1,1,2024-05-03 17:05:00+0000,2024-05-03 18:15:00+0000,0,221,196,CHARGING
0,1,1,2024-05-03 18:15:00+0000,2024-05-03 18:20:00+0000,0,221,196,TAKE_OFF_CHARGE
0,1,0,2024-05-03 18:20:00+0000,2024-05-03 18:20:00+0000,0,221,196,DEADLEG
0,0,3,2024-05-03 18:24:00+0000,2024-05-03 19:59:00+0000,0,129,296,TRIP
0,3,3,2024-05-03 19:59:00+0000,2024-05-03 19:59:00+0000,0,129,296,DEADLEG
0,3,0,2024-05-03 20:14:00+0000,2024-05-03 21:49:00+0000,0,46,387,TRIP
0,0,1,2024-05-03 21:49:00+0000,2024-05-03 21:49:00+0000,0,46,387,DEADLEG
0,1,1,2024-05-03 23:45:00+0000,2024-05-03 23:50:00+0000,0,46,387,PUT_ON_CHARGE
0,1,1,2024-05-03 23:50:00+0000,2024-05-04 01:00:00+0000,0,221,387,CHARGING
0,1,1,2024-05-04 01:00:00+0000,2024-05-04 01:05:00+0000,0,221,387,TAKE_OFF_CHARGE
0,1,0,2024-05-04 01:05:00+0000,2024-05-04 01:05:00+0000,0,221,387,DEADLEG
0,0,3,2024-05-04 01:09:00+0000,2024-05-04 02:44:00+0000,0,129,487,TRIP
0,3,3,2024-05-04 02:44:00+0000,2024-05-04 02:44:00+0000,0,129,487,DEADLEG
0,3,0,2024-05-04 02:59:00+0000,2024-05-04 04:34:00+0000,0,46,578,TRIP
0,0,1,2024-05-04 04:34:00+0000,2024-05-04 04:34:00+0000,0,46,578,DEADLEG
0,1,1,2024-05-04 08:00:00+0000,2024-05-04 08:05:00+0000,0,46,578,PUT_ON_CHARGE
0,1,1,2024-05-04 08:05:00+0000,2024-05-04 09:15:00+0000,0,221,578,CHARGING
0,1,1,2024-05-04 09:15:00+0000,2024-05-04 09:20:00+0000,0,221,578,TAKE_OFF_CHARGE
0,1,0,2024-05-04 09:20:00+0000,2024-05-04 09:20:00+0000,0,221,578,DEADLEG
0,0,3,2024-05-04 09:24:00+0000,2024-05-04 10:59:00+0000,0,129,678,TRIP
0,3,3,2024-05-04 10:59:00+0000,2024-05-04 10:59:00+0000,0,129,678,DEADLEG
0,3,0,2024-05-04 11:14:00+0000,2024-05-04 12:49:00+0000,0,46,769,TRIP
0,0,1,2024-05-04 12:49:00+0000,2024-05-04 12:49:00+0000,0,46,769,DEADLEG
1,1,1,2024-05-01 00:00:00+0000,2024-05-01 00:00:00+0000,0,38,467,START_SCHEDULE
1,1,1,2024-05-01 04:16:00+0000,2024-05-01 04:16:00+0000,0,38,467,OUT_OF_ROTATION
1,1,1,2024-05-01 04:16:00+0000,2024-05-01 04:16:00+0000,0,38,467,DEADLEG
1,1,1,2024-05-01 04:20:00+0000,2024-05-01 04:25:00+0000,0,38,467,PUT_ON_CHARGE
1,1,1,2024-05-01 04:25:00+0000,2024-05-01 05:45:00+0000,0,238,467,CHARGING
1,1,1,2024-05-01 05:45:00+0000,2024-05-01 05:50:00+0000,0,238,467,TAKE_OFF_CHARGE
1,1,2,2024-05-01 05:50:00+0000,2024-05-01 05:58:00+0000,0,234,472,DEADLEG
1,2,2,2024-05-01 06:00:00+0000,2024-05-01 08:40:00+0000,0,234,0,MAINTENANCE
1,2,0,2024-05-01 08:40:00+0000,2024-05-01 08:48:00+0000,0,230,5,DEADLEG
1,0,3,2024-05-01 09:24:00+0000,2024-05-01 10:59:00+0000,0,134,105,TRIP
1,3,3,2024-05-01 10:59:00+0000,2024-05-01 10:59:00+0000,0,134,105,DEADLEG
1,3,0,2024-05-01 11:14:00+0000,2024-05-01 12:49:00+0000,0,47,196,TRIP
1,0,1,2024-05-01 12:49:00+0000,2024-05-01 12:49:00+0000,0,47,196,DEADLEG
1,1,1,2024-05-01 14:40:00+0000,2024-05-01 14:45:00+0000,0,47,196,PUT_ON_CHARGE
1,1,1,2024-05-01 14:45:00+0000,2024-05-01 16:00:00+0000,0,234,196,CHARGING
1,1,1,2024-05-01 16:00:00+0000,2024-05-01 16:05:00+0000,0,234,196,TAKE_OFF_CHARGE
1,1,0,2024-05-01 16:05:00+0000,2024-05-01 16:05:00+0000,0,234,196,DEADLEG
1,0,3,2024-05-01 16:09:00+0000,2024-05-01 17:44:00+0000,0,138,296,TRIP
1,3,3,2024-05-01 17:44:00+0000,2024-05-01 17:44:00+0000,0,138,296,DEADLEG
1,3,0,2024-05-01 17:59:00+0000,2024-05-01 19:34:00+0000,0,51,387,TRIP
1,0,1,2024-05-01 19:34:00+0000,2024-05-01 19:34:00+0000,0,51,387,DEADLEG
1,1,1,2024-05-01 21:25:00+0000,2024-05-01 21:30:00+0000,0,51,387,PUT_ON_CHARGE
1,1,1,2024-05-01 21:30:00+0000,2024-05-01 22:45:00+0000,0,238,387,CHARGING
1,1,1,2024-05-01 22:45:00+0000,2024-05-01 22:50:00+0000,0,238,387,TAKE_OFF_CHARGE
1,1,0,2024-05-01 22:50:00+0000,2024-05-01 22:50:00+0000,0,238,387,DEADLEG
1,0,3,2024-05-01 22:54:00+0000,2024-05-02 00:29:00+0000,0,142,487,TRIP
1,3,3,2024-05-02 00:29:00+0000,2024-05-02 00:29:00+0000,0,142,487,DEADLEG
1,3,0,2024-05-02 00:44:00+0000,2024-05-02 02:19:00+0000,0,55,578,TRIP
1,0,1,2024-05-02 02:19:00+0000,2024-05-02 02:19:00+0000,0,55,578,DEADLEG
1,1,1,2024-05-02 02:40:00+0000,2024-05-02 02:45:00+0000,0,55,578,PUT_ON_CHARGE
1,1,1,2024-05-02 02:45:00+0000,2024-05-02 04:00:00+0000,0,242,578,CHARGING
1,1,1,2024-05-02 04:00:00+0000,2024-05-02 04:05:00+0000,0,242,578,TAKE_OFF_CHARGE
1,1,0,2024-05-02 04:05:00+0000,2024-05-02 04:05:00+0000,0,242,578,DEADLEG
1,0,3,2024-05-02 04:09:00+0000,2024-05-02 05:44:00+0000,0,146,678,TRIP
1,3,3,2024-05-02 05:44:00+0000,2024-05-02 05:44:00+0000,0,146,678,DEADLEG
1,3,0,2024-05-02 05:59:00+0000,2024-05-02 07:34:00+0000,0,59,769,TRIP
1,0,1,2024-05-02 07:34:00+0000,2024-05-02 07:34:00+0000,0,59,769,DEADLEG
1,1,1,2024-05-02 07:40:00+0000,2024-05-02 07:45:00+0000,0,59,769,PUT_ON_CHARGE
1,1,1,2024-05-02 07:45:00+0000,2024-05-02 09:05:00+0000,0,250,769,CHARGING
1,1,1,2024-05-02 09:05:00+0000,2024-05-02 09:10:00+0000,0,250,769,TAKE_OFF_CHARGE
1,1,2,2024-05-02 09:10:00+0000,2024-05-02 09:18:00+0000,0,246,774,DEADLEG
1,2,2,2024-05-02 09:20:00+0000,2024-05-02 12:00:00+0000,0,246,0,MAINTENANCE
1,2,0,2024-05-02 12:00:00+0000,2024-05-02 12:08:00+0000,0,242,5,DEADLEG
1,0,3,2024-05-02 13:54:00+0000,2024-05-02 15:29:00+0000,0,146,105,TRIP
1,3,3,2024-05-02 15:29:00+0000,2024-05-02 15:29:00+0000,0,146,105,DEADLEG
1,3,0,2024-05-02 15:44:00+0000,2024-05-02 17:19:00+0000,0,59,196,TRIP
1,0,1,2024-05-02 17:19:00+0000,2024-05-02 17:19:00+0000,0,59,196,DEADLEG
1,1,1,2024-05-02 17:19:00+0000,2024-05-02 17:19:00+0000,0,59,196,OUT_OF_ROTATION
1,1,1,2024-05-02 17:19:00+0000,2024-05-02 17:19:00+0000,0,59,196,DEADLEG
1,1,1,2024-05-02 19:10:00+0000,2024-05-02 19:15:00+0000,0,59,196,PUT_ON_CHARGE
1,1,1,2024-05-02 19:15:00+0000,2024-05-02 20:30:00+0000,0,246,196,CHARGING
1,1,1,2024-05-02 20:30:00+0000,2024-05-02 20:35:00+0000,0,246,196,TAKE_OFF_CHARGE
1,1,0,2024-05-02 20:35:00+0000,2024-05-02 20:35:00+0000,0,246,196,DEADLEG
1,0,3,2024-05-02 20:39:00+0000,2024-05-02 22:14:00+0000,0,150,296,TRIP
1,3,3,2024-05-02 22:14:00+0000,2024-05-02 22:14:00+0000,0,150,296,DEADLEG
1,3,0,2024-05-02 22:29:00+0000,2024-05-03 00:04:00+0000,0,63,387,TRIP
1,0,1,2024-05-03 00:04:00+0000,2024-05-03 00:04:00+0000,0,63,387,DEADLEG
1,1,1,2024-05-03 04:26:00+0000,2024-05-03 04:26:00+0000,0,63,387,OUT_OF_ROTATION
1,1,1,2024-05-03 10:26:00+0000,2024-05-03 10:26:00+0000,0,63,387,OUT_OF_ROTATION
1,1,1,2024-05-03 10:26:00+0000,2024-05-03 10:26:00+0000,0,63,387,DEADLEG
1,1,1,2024-05-03 11:00:00+0000,2024-05-03 11:05:00+0000,0,63,387,PUT_ON_CHARGE
1,1,1,2024-05-03 11:05:00+0000,2024-05-03 12:25:00+0000,0,250,387,CHARGING
1,1,1,2024-05-03 12:25:00+0000,2024-05-03 12:30:00+0000,0,250,387,TAKE_OFF_CHARGE
1,1,2,2024-05-03 12:30:00+0000,2024-05-03 12:38:00+0000,0,246,392,DEADLEG
1,2,2,2024-05-03 12:40:00+0000,2024-05-03 15:20:00+0000,0,246,0,MAINTENANCE
1,2,0,2024-05-03 15:20:00+0000,2024-05-03 15:28:00+0000,0,242,5,DEADLEG
1,0,3,2024-05-03 16:09:00+0000,2024-05-03 17:44:00+0000,0,146,105,TRIP
1,3,3,2024-05-03 17:44:00+0000,2024-05-03 17:44:00+0000,0,146,105,DEADLEG
1,3,0,2024-05-03 17:59:00+0000,2024-05-03 19:34:00+0000,0,59,196,TRIP
1,0,1,2024-05-03 19:34:00+0000,2024-05-03 19:34:00+0000,0,59,196,DEADLEG
1,1,1,2024-05-03 21:25:00+0000,2024-05-03 21:30:00+0000,0,59,196,PUT_ON_CHARGE
1,1,1,2024-05-03 21:30:00+0000,2024-05-03 22:45:00+0000,0,246,196,CHARGING
1,1,1,2024-05-03 22:45:00+0000,2024-05-03 22:50:00+0000,0,246,196,TAKE_OFF_CHARGE
1,1,0,2024-05-03 22:50:00+0000,2024-05-03 22:50:00+0000,0,246,196,DEADLEG
1,0,3,2024-05-03 22:54:00+0000,2024-05-04 00:29:00+0000,0,150,296,TRIP
1,3,3,2024-05-04 00:29:00+0000,2024-05-04 00:29:00+0000,0,150,296,DEADLEG
1,3,0,2024-05-04 00:44:00+0000,2024-05-04 02:19:00+0000,0,63,387,TRIP
1,0,1,2024-05-04 02:19:00+0000,2024-05-04 02:19:00+0000,0,63,387,DEADLEG
1,1,1,2024-05-04 02:40:00+0000,2024-05-04 02:45:00+0000,0,63,387,PUT_ON_CHARGE
1,1,1,2024-05-04 02:45:00+0000,2024-05-04 04:00:00+0000,0,250,387,CHARGING
1,1,1,2024-05-04 04:00:00+0000,2024-05-04 04:05:00+0000,0,250,387,TAKE_OFF_CHARGE
1,1,0,2024-05-04 04:05:00+0000,2024-05-04 04:05:00+0000,0,250,387,DEADLEG
1,0,3,2024-05-04 04:09:00+0000,2024-05-04 05:44:00+0000,0,154,487,TRIP
1,3,3,2024-05-04 05:44:00+0000,2024-05-04 05:44:00+0000,0,154,487,DEADLEG
1,3,0,2024-05-04 05:59:00+0000,2024-05-04 07:34:00+0000,0,67,578,TRIP
1,0,1,2024-05-04 07:34:00+0000,2024-05-04 07:34:00+0000,0,67,578,DEADLEG
1,1,1,2024-05-04 10:28:00+0000,2024-05-04 10:28:00+0000,0,67,578,OUT_OF_ROTATION
2,1,1,2024-05-01 00:00:00+0000,2024-05-01 00:00:00+0000,0,38,586,START_SCHEDULE
2,1,1,2024-05-01 04:16:00+0000,2024-05-01 04:16:00+0000,0,38,586,OUT_OF_ROTATION
2,1,1,2024-05-01 10:16:00+0000,2024-05-01 10:16:00+0000,0,38,586,OUT_OF_ROTATION
2,1,1,2024-05-01 10:16:00+0000,2024-05-01 10:16:00+0000,0,38,586,DEADLEG
2,1,1,2024-05-01 12:15:00+0000,2024-05-01 12:20:00+0000,0,38,586,PUT_ON_CHARGE
2,1,1,2024-05-01 12:20:00+0000,2024-05-01 12:25:00+0000,0,50,586,CHARGING
2,1,1,2024-05-01 12:25:00+0000,2024-05-01 12:30:00+0000,0,50,586,TAKE_OFF_CHARGE
2,1,2,2024-05-01 12:30:00+0000,2024-05-01 12:38:00+0000,0,46,591,DEADLEG
2,2,2,2024-05-01 12:40:00+0000,2024-05-01 15:20:00+0000,0,46,0,MAINTENANCE
2,2,1,2024-05-01 15:20:00+0000,2024-05-01 15:28:00+0000,0,42,5,DEADLEG
2,1,1,2024-05-01 16:55:00+0000,2024-05-01 17:00:00+0000,0,42,5,PUT_ON_CHARGE
2,1,1,2024-05-01 17:00:00+0000,2024-05-01 18:15:00+0000,0,229,5,CHARGING
2,1,1,2024-05-01 18:15:00+0000,2024-05-01 18:20:00+0000,0,229,5,TAKE_OFF_CHARGE
2,1,0,2024-05-01 18:20:00+0000,2024-05-01 18:20:00+0000,0,229,5,DEADLEG
2,0,3,2024-05-01 18:24:00+0000,2024-05-01 19:59:00+0000,0,132,105,TRIP
2,3,3,2024-05-01 19:59:00+0000,2024-05-01 19:59:00+0000,0,132,105,DEADLEG
2,3,0,2024-05-01 20:14:00+0000,2024-05-01 21:49:00+0000,0,44,196,TRIP
2,0,1,2024-05-01 21:49:00+0000,2024-05-01 21:49:00+0000,0,44,196,DEADLEG
2,1,1,2024-05-02 04:19:00+0000,2024-05-02 04:19:00+0000,0,44,196,OUT_OF_ROTATION
2,1,1,2024-05-02 04:19:00+0000,2024-05-02 04:19:00+0000,0,44,196,DEADLEG
2,1,1,2024-05-02 07:50:00+0000,2024-05-02 07:55:00+0000,0,44,196,PUT_ON_CHARGE
2,1,1,2024-05-02 07:55:00+0000,2024-05-02 09:15:00+0000,0,244,196,CHARGING
2,1,1,2024-05-02 09:15:00+0000,2024-05-02 09:20:00+0000,0,244,196,TAKE_OFF_CHARGE
2,1,0,2024-05-02 09:20:00+0000,2024-05-02 09:20:00+0000,0,244,196,DEADLEG
2,0,3,2024-05-02 09:24:00+0000,2024-05-02 10:59:00+0000,0,147,296,TRIP
2,3,3,2024-05-02 10:59:00+0000,2024-05-02 10:59:00+0000,0,147,296,DEADLEG
2,3,0,2024-05-02 11:14:00+0000,2024-05-02 12:49:00+0000,0,59,387,TRIP
2,0,2,2024-05-02 12:49:00+0000,2024-05-02 12:57:00+0000,0,55,392,DEADLEG
2,2,2,2024-05-02 16:00:00+0000,2024-05-02 18:40:00+0000,0,55,0,MAINTENANCE
2,2,1,2024-05-02 18:40:00+0000,2024-05-02 18:48:00+0000,0,51,5,DEADLEG
2,1,1,2024-05-02 18:48:00+0000,2024-05-02 18:48:00+0000,0,51,5,OUT_OF_ROTATION
2,1,1,2024-05-02 18:48:00+0000,2024-05-02 18:48:00+0000,0,51,5,DEADLEG
2,1,1,2024-05-02 21:25:00+0000,2024-05-02 21:30:00+0000,0,51,5,PUT_ON_CHARGE
2,1,1,2024-05-02 21:30:00+0000,2024-05-02 22:45:00+0000,0,238,5,CHARGING
2,1,1,2024-05-02 22:45:00+0000,2024-05-02 22:50:00+0000,0,238,5,TAKE_OFF_CHARGE
2,1,0,2024-05-02 22:50:00+0000,2024-05-02 22:50:00+0000,0,238,5,DEADLEG
2,0,3,2024-05-02 22:54:00+0000,2024-05-03 00:29:00+0000,0,141,105,TRIP
2,3,3,2024-05-03 00:29:00+0000,2024-05-03 00:29:00+0000,0,141,105,DEADLEG
2,3,0,2024-05-03 00:44:00+0000,2024-05-03 02:19:00+0000,0,53,196,TRIP
2,0,1,2024-05-03 02:19:00+0000,2024-05-03 02:19:00+0000,0,53,196,DEADLEG
2,1,1,2024-05-03 04:22:00+0000,2024-05-03 04:22:00+0000,0,53,196,OUT_OF_ROTATION
2,1,1,2024-05-03 04:22:00+0000,2024-05-03 04:22:00+0000,0,53,196,DEADLEG
2,1,1,2024-05-03 05:40:00+0000,2024-05-03 05:45:00+0000,0,53,196,PUT_ON_CHARGE
2,1,1,2024-05-03 05:45:00+0000,2024-05-03 07:00:00+0000,0,240,196,CHARGING
2,1,1,2024-05-03 07:00:00+0000,2024-05-03 07:05:00+0000,0,240,196,TAKE_OFF_CHARGE
2,1,0,2024-05-03 07:05:00+0000,2024-05-03 07:05:00+0000,0,240,196,DEADLEG
2,0,3,2024-05-03 07:09:00+0000,2024-05-03 08:44:00+0000,0,143,296,TRIP
2,3,3,2024-05-03 08:44:00+0000,2024-05-03 08:44:00+0000,0,143,296,DEADLEG
2,3,0,2024-05-03 08:59:00+0000,2024-05-03 10:34:00+0000,0,55,387,TRIP
2,0,1,2024-05-03 10:34:00+0000,2024-05-03 10:34:00+0000,0,55,387,DEADLEG
2,1,1,2024-05-03 12:25:00+0000,2024-05-03 12:30:00+0000,0,55,387,PUT_ON_CHARGE
2,1,1,2024-05-03 12:30:00+0000,2024-05-03 13:45:00+0000,0,242,387,CHARGING
2,1,1,2024-05-03 13:45:00+0000,2024-05-03 13:50:00+0000,0,242,387,TAKE_OFF_CHARGE
2,1,0,2024-05-03 13:50:00+0000,2024-05-03 13:50:00+0000,0,242,387,DEADLEG
2,0,3,2024-05-03 13:54:00+0000,2024-05-03 15:29:00+0000,0,145,487,TRIP
2,3,3,2024-05-03 15:29:00+0000,2024-05-03 15:29:00+0000,0,145,487,DEADLEG
2,3,0,2024-05-03 15:44:00+0000,2024-05-03 17:19:00+0000,0,57,578,TRIP
2,0,1,2024-05-03 17:19:00+0000,2024-05-03 17:19:00+0000,0,57,578,DEADLEG
2,1,1,2024-05-03 22:24:00+0000,2024-05-03 22:24:00+0000,0,57,578,OUT_OF_ROTATION
2,1,1,2024-05-04 04:24:00+0000,2024-05-04 04:24:00+0000,0,57,578,OUT_OF_ROTATION
2,1,1,2024-05-04 04:24:00+0000,2024-05-04 04:24:00+0000,0,57,578,DEADLEG
2,1,1,2024-05-04 05:40:00+0000,2024-05-04 05:45:00+0000,0,57,578,PUT_ON_CHARGE
2,1,1,2024-05-04 05:45:00+0000,2024-05-04 07:00:00+0000,0,244,578,CHARGING
2,1,1,2024-05-04 07:00:00+0000,2024-05-04 07:05:00+0000,0,244,578,TAKE_OFF_CHARGE
2,1,0,2024-05-04 07:05:00+0000,2024-05-04 07:05:00+0000,0,244,578,DEADLEG
2,0,3,2024-05-04 07:09:00+0000,2024-05-04 08:44:00+0000,0,147,678,TRIP
2,3,3,2024-05-04 08:44:00+0000,2024-05-04 08:44:00+0000,0,147,678,DEADLEG
2,3,0,2024-05-04 08:59:00+0000,2024-05-04 10:34:00+0000,0,59,769,TRIP
2,0,1,2024-05-04 10:34:00+0000,2024-05-04 10:34:00+0000,0,59,769,DEADLEG
3,1,1,2024-05-01 00:00:00+0000,2024-05-01 00:00:00+0000,0,38,173,START_SCHEDULE
3,1,1,2024-05-01 00:00:00+0000,2024-05-01 00:00:00+0000,0,38,173,DEADLEG
3,1,1,2024-05-01 02:40:00+0000,2024-05-01 02:45:00+0000,0,38,173,PUT_ON_CHARGE
3,1,1,2024-05-01 02:45:00+0000,2024-05-01 04:00:00+0000,0,225,173,CHARGING
3,1,1,2024-05-01 04:00:00+0000,2024-05-01 04:05:00+0000,0,225,173,TAKE_OFF_CHARGE
3,1,0,2024-05-01 04:05:00+0000,2024-05-01 04:05:00+0000,0,225,173,DEADLEG
3,0,3,2024-05-01 04:09:00+0000,2024-05-01 05:44:00+0000,0,128,273,TRIP
3,3,3,2024-05-01 05:44:00+0000,2024-05-01 05:44:00+0000,0,128,273,DEADLEG
3,3,0,2024-05-01 05:59:00+0000,2024-05-01 07:34:00+0000,0,40,364,TRIP
3,0,1,2024-05-01 07:34:00+0000,2024-05-01 07:34:00+0000,0,40,364,DEADLEG
3,1,1,2024-05-01 10:10:00+0000,2024-05-01 10:15:00+0000,0,40,364,PUT_ON_CHARGE
3,1,1,2024-05-01 10:15:00+0000,2024-05-01 11:30:00+0000,0,227,364,CHARGING
3,1,1,2024-05-01 11:30:00+0000,2024-05-01 11:35:00+0000,0,227,364,TAKE_OFF_CHARGE
3,1,0,2024-05-01 11:35:00+0000,2024-05-01 11:35:00+0000,0,227,364,DEADLEG
3,0,3,2024-05-01 11:39:00+0000,2024-05-01 13:14:00+0000,0,130,464,TRIP
