Id,BatteryMinKWh,BatteryMaxKWh,InitialChargerID,InitialStartTime,InitialSOC,ChargingSpeedVolts,ChargingSpeedAmps,NumberPlate,OdometerReading,OdometerLastMaintenance,InRotation,Cost,kwh_per_km
43,85,563,3,2024-05-01 00:00:00+00:00,85,600,250,D19,250603,250066,0,10000,1.17
44,85,563,0,2024-05-01 00:00:00+00:00,85,600,250,D20,230083,229667,0,10000,1.16
45,85,563,1,2024-05-01 00:00:00+00:00,85,600,250,D21,298035,297842,0,10000,1.18
46,85,563,0,2024-05-01 00:00:00+00:00,85,600,250,D22,30726,29901,0,10000,1.12
47,85,563,3,2024-05-01 00:00:00+00:00,85,600,250,D23,28698,28493,0,10000,1.11
48,85,563,0,2024-05-01 00:00:00+00:00,85,600,250,D24,65239,64806,0,10000,1.12
49,85,563,1,2024-05-01 00:00:00+00:00,85,600,250,D25,31143,30733,0,10000,1.12
50,85,563,0,2024-05-01 00:00:00+00:00,85,600,250,D26,272470,272105,0,10000,1.17
51,85,563,3,2024-05-01 00:00:00+00:00,85,600,250,D27,19036,18579,0,10000,1.11
52,42,281,3,2024-05-01 00:00:00+00:00,42,600,200,B0,116487,116425,0,6000,0.9
53,42,281,3,2024-05-01 00:00:00+00:00,42,600,200,B1,196404,196246,0,6000,0.91
54,42,281,3,2024-05-01 00:00:00+00:00,42,600,200,B2,216598,216266,0,6000,0.92
55,42,281,3,2024-05-01 00:00:00+00:00,42,600,200,B3,276473,275558,0,6000,0.93
56,42,281,3,2024-05-01 00:00:00+00:00,42,600,200,B4,198959,198298,0,6000,0.92
