Id,BatteryMinKWh,BatteryMaxKWh,InitialChargerID,InitialStartTime,InitialSOC,ChargingSpeedVolts,ChargingSpeedAmps,NumberPlate,OdometerReading,OdometerLastMaintenance,InRotation,Cost,kwh_per_km
43,85,563,0,2024-05-01 00:00:00+00:00,85,600,250,D8,250603,250066,0,10000,1.17
44,85,563,2,2024-05-01 00:00:00+00:00,85,600,250,D9,230083,229667,0,10000,1.16
45,85,563,2,2024-05-01 00:00:00+00:00,85,600,250,D10,298035,297842,0,10000,1.18
46,85,563,3,2024-05-01 00:00:00+00:00,85,600,250,D11,30726,29901,0,10000,1.12
47,85,563,0,2024-05-01 00:00:00+00:00,85,600,250,D12,28698,28493,0,10000,1.11
48,85,563,2,2024-05-01 00:00:00+00:00,85,600,250,D13,65239,64806,0,10000,1.12
49,85,563,2,2024-05-01 00:00:00+00:00,85,600,250,D14,31143,30733,0,10000,1.12
50,85,563,3,2024-05-01 00:00:00+00:00,85,600,250,D15,272470,272105,0,10000,1.17
51,85,563,0,2024-05-01 00:00:00+00:00,85,600,250,D16,19036,18579,0,10000,1.11
52,85,563,2,2024-05-01 00:00:00+00:00,85,600,250,D17,116487,116425,0,10000,1.14
53,85,563,2,2024-05-01 00:00:00+00:00,85,600,250,D18,196404,196246,0,10000,1.15
54,85,563,3,2024-05-01 00:00:00+00:00,85,600,250,D19,216598,216266,0,10000,1.16
55,85,563,0,2024-05-01 00:00:00+00:00,85,600,250,D20,276473,275558,0,10000,1.17
56,85,563,3,2024-05-01 00:00:00+00:00,85,600,250,D21,198959,198298,0,10000,1.16
57,85,563,0,2024-05-01 00:00:00+00:00,85,600,250,D22,17118,16856,0,10000,1.11
58,85,563,1,2024-05-01 00:00:00+00:00,85,600,250,D23,150306,149538,0,10000,1.14
59,85,563,0,2024-05-01 00:00:00+00:00,85,600,250,D24,12536,11787,0,10000,1.11
60,85,563,3,2024-05-01 00:00:00+00:00,85,600,250,D25,114702,114412,0,10000,1.14
61,85,563,0,2024-05-01 00:00:00+00:00,85,600,250,D26,227781,227221,0,10000,1.16
62,85,563,1,2024-05-01 00:00:00+00:00,85,600,250,D27,118102,117407,0,10000,1.14
63,85,563,0,2024-05-01 00:00:00+00:00,85,600,250,D28,91318,90468,0,10000,1.13
64,85,563,3,2024-05-01 00:00:00+00:00,85,600,250,D29,162325,161389,0,10000,1.15
65,85,563,0,2024-05-01 00:00:00+00:00,85,600,250,D30,211808,211515,0,10000,1.16
66,85,563,1,2024-05-01 00:00:00+00:00,85,600,250,D31,74369,74289,0,10000,1.13
67,85,563,0,2024-05-01 00:00:00+00:00,85,600,250,D32,243361,243193,0,10000,1.17
68,85,563,3,2024-05-01 00:00:00+00:00,85,600,250,D33,175308,175246,0,10000,1.15
69,85,563,0,2024-05-01 00:00:00+00:00,85,600,250,D34,69232,68560,0,10000,1.12
70,85,563,1,2024-05-01 00:00:00+00:00,85,600,250,D35,96404,96330,0,10000,1.13
71,85,563,0,2024-05-01 00:00:00+00:00,85,600,250,D36,278679,277692,0,10000,1.17
72,85,563,3,2024-05-01 00:00:00+00:00,85,600,250,D37,201904,201521,0,10000,1.16
73,85,563,0,2024-05-01 00:00:00+00:00,85,600,250,D38,148467,147469,0,10000,1.14
74,85,563,1,2024-05-01 00:00:00+00:00,85,600,250,D39,173774,173047,0,10000,1.15
75,42,281,3,2024-05-01 00:00:00+00:00,42,600,200,B0,160462,159753,0,6000,0.91
76,42,281,3,2024-05-01 00:00:00+00:00,42,600,200,B1,50537,50071,0,6000,0.88
77,42,281,3,2024-05-01 00:00:00+00:00,42,600,200,B2,197699,196803,0,6000,0.92
78,42,281,3,2024-05-01 00:00:00+00:00,42,600,200,B3,127105,126782,0,6000,0.9
79,42,281,3,2024-05-01 00:00:00+00:00,42,600,200,B4,238427,238170,0,6000,0.93
80,42,281,3,2024-05-01 00:00:00+00:00,42,600,200,B5,75528,74567,0,6000,0.89
81,42,281,3,2024-05-01 00:00:00+00:00,42,600,200,B6,88065,87600,0,6000,0.89
82,42,281,3,2024-05-01 00:00:00+00:00,42,600,200,B7,64463,64043,0,6000,0.88
